text,date,gender,dataset,title
"It seemed to be Sunday morning. My father had gone to church and I was about to go. I supposed the house was empty, but as I started downstairs, I saw a young girl -- homely and dressed in black -- cross the hall from one room to another. She resembled no one I can think of. I stood still in perplexity and my eye fell on her hat and veil lying on the table. I thought she must be going to church and that I should wait for her. So I waited. Shortly doors began to open all over the house and more strangers appeared. Three men came clattering down the attic. I thought they might have been sleeping there. They passed me with wonderful speed and left the house. Women and children also flocked by me. No one spoke. I went to church and found only four or five people there. M. E. W. K. -- sat by the middle aisle and I stopped to speak with him. Then I went on and found my father. I asked him if he knew our house was full of guests. He showed much annoyance and said he knew it and that they are ""an obnoxious, mercenary lot."" Forthwith they streamed into church and I was jammed up against the end of a pew as they crowded by. They did not look at me or speak. I remember especially one middle-aged woman, florid and portly, in a gray dress. The throng seemed endless.
 ",1897-11-20,male,physiologist,The Physiologist
"Somebody, a woman I think, suddenly volunteered to show me a neat trick. Seizing my hand she pushed a needle through it between the thumb and the palm. It went hard and slowly, but there was no pain. She left me incredulously scrutinizing the little hole that was made
 ",1897-11-20,male,physiologist,The Physiologist
"I stepped from an eastbound evening train at West Newton. An engine running rather slowly crashed into the rear end of the train as it stood at the station and derailed all the cars without upsetting or smashing them at all. One man had his leg jammed in some way and there must have been tons of pressure on it, but presently something shifted and set him free. He merely slid to the other end of his seat and sat still. I was much relieved to see that he was not hurt. Walking through the cars, which were very out of line, I was grasped by a little boy who was shrieking with nervous terror. I carried him into the station where he became quiet.
 ",1897-11-21,male,physiologist,The Physiologist
"Father and I reached Portland by rail and went immediately to the harbor front. Walking by the docks, we came to a gently sloping beach. Here I noticed that we both were wearing bathing suits. We waded into the water, which was deliciously warm and which seemed neither to resist us nor make us unstable. We walked fast and easily. The bottom shelved very gradually and it was only after some time that I was obliged to go on tiptoe to keep my head above the surface. It was a bright day and the bay was smooth. We passed some islands and I began to expect to meet the swell of the open sea. Presently my father said he would show me some superior tobacco and, sure enough, we shortly came into very clear water with a rock bottom overgrown with brown tufts resembling sea anemones, but really tobacco. I could smell it plainly, though my nose was still above the ripples. I wondered if my father would buy this singular and valuable farm. We left it and walked straight out toward the empty eastern horizon. I began to be scared. The water became a trifle deeper and I had to jump from the bottom to catch a breath of air. Then it shoaled again and we mounted a sandbar which exactly reached the surface -- so exactly that many little pebbles were half out of the water, but none entirely so. The seaward side of the bar was steep and with deadly fear I followed my father down the incline. ""This is the edge of the continental base,"" I thought. ""We shall go down for miles."" But I did not think of turning back.
 ",1897-11-23,male,physiologist,The Physiologist
"President C. began to lecture. I did not recall his subject, but he was to speak from two until six. After a little I discovered that the lecturer's double was listening attentively in a front seat and I was at a loss to decide who was the true professor. In this perplexity I woke up.
 ",1897-11-23,male,physiologist,The Physiologist
"All I remember from a long chain of happenings is a single absurd incident -- that of sitting down on a bag of soda crackers and crushing them to bits.
 ",1897-11-24,male,physiologist,The Physiologist
"Someone gave me an induction coil and I bent my energies toward amusing a large company with it. I wanted to make the spark set off a charge of powder, which with absolute want of foresight, I put inside the coil. Then I considered that the explosion would kill us all and what seemed still more undesirable, would ruin the pretty machine. I puzzled over the difficulty for some time, but I believe I did not find any way to carry out my experiment.
 ",1897-11-25,male,physiologist,The Physiologist
"All I recollect of the first part of the night is that I walked repeatedly through a stone arched railway culvert. It was not the celebrated one at ""Ame Pratts."" Each time I went in below and crawled out by a vertical shaft on the other side of the track. The locality seemed to be above Westfield on the Albany. Toward morning I found myself reduced to about six inches tall and once more in an underground place. It was a cubical chamber about as big as a soap box. The walls were white and stuck over with cooked pieces of macaroni! Two circular tunnels slanted away toward the surface of the earth and through them a pinkish light streamed. I was in the burrow of a white rabbit that soon appeared. He seemed quite peaceable, but his comparatively enormous size made me uneasy. (He was, in fact, nearly two feet long.) I started out by one of the tunnels, walking backward. The rabbit followed, also backing. I pounded his flanks with my puny fists, but with no effect. Emerging from the hole, I suddenly regained my normal size, captured the rabbit and carried him off. (He was now brown.) I thought I must kill him for the laboratory, but I was very unwilling. Finally I tried to strangle him with one hand while with the other I felt his warm chest to note when his heart should stop beating. But my resolution failed and I let the poor animal revive. I carried him through Newtonville Square and came to a decaying colonial house.
 ",1897-11-26,male,physiologist,The Physiologist
"I stood on a point several hundred feet above a beautiful bay. Three white side wheel steamers were circling round about a mile from shore. Presently one of them ran down another, which instantly sank. Then the offender headed for the remaining craft and struck her similarly. She went down stern foremost. Her bow remained a little above water and pointing straight up for some seconds. I reasoned that she probably had an airtight space forward. I was in Roxbury with my brother. He asked me where Mount Pleasant was, but I directed him to go to Grove Hall and keep on for a mile beyond. We separated. I walked a long way thru a thickly settled section and came to a vacant corner lot upon which six or eight men, all resembling Mr. H., were camping out or picnicking. Without previous thought, I found myself inquiring about J.B. They said she was out of town. With remarkable inconsistency, I told them I knew it, adding (a lie) that I did not want to see her, but her mother. The last impression I have is a strong one of being altogether out of sorts with myself and everybody else.
 ",1897-11-27,male,physiologist,The Physiologist
"In the present instance I extracted my second lower right premolar -- without pain. I examined the tooth with great interest as did my father's cousin N., who seemed to be there. Later on in my dream went to the station and took a train for Framingham to see Dr. B.
 ",1897-11-28,male,physiologist,The Physiologist
"I slept lightly and in snatches. I thought that I had failed to wake in time. That I had rushed into Boston without any breakfast -- then that I calculated on buying something to eat and strayed out to Cambridge -- saw that it was ten minutes to nine -- despaired of getting back to Tech and only hoped Prof. S. would step into the breach. 
 ",1897-11-29,male,physiologist,The Physiologist
"I recalled a woodcut that I had seen in a dream. It was on a Sunday School leaflet and represented the head of a most humorous looking donkey with wide open mouth, stretching over a board fence. Underneath I had read in capitals, ""Am I not Thine ass?"" I thought this was quoted from the account of Balaam's experiences in the Bible.
 ",1897-11-29,male,physiologist,The Physiologist
"Last night I was in Birmingham, England. Walking through the streets with another fellow, I came to a shabby brick building and said to myself, ""This is the Town Hall."" We went in and found ourselves in a large, bare room with an unpainted counter at one end. We joined a motley company of some twenty people, each of whom placed an American dime on the counter. A man collected the fees and then brought in a small shepherd dog and a half grown pig. We expected to see them perform, but something interrupted. I hunted up Dr. H. and asked him what the show man would have done with his pets. But he could not throw much light on the question.
 ",1897-12-1,male,physiologist,The Physiologist
"I dreamed that the faculty of the Institute held a meeting and deposed President C., giving his place to someone named D. I was much wrought up over this move. The T's of Rutland showed up sometimes during the night.
 ",1897-12-3,male,physiologist,The Physiologist
"I had secured balcony seats, and on visiting Music Hall at midnight, I was much disquieted to find both galleries pushed up close against the ceiling. 
 ",1897-12-25,male,physiologist,The Physiologist
"Lately our laboratory has been kept in a disagreeable state of vibration by the machinery in the basement. Last night the nuisance seemed wondrously increased for the partitions racked and yawned until I could step through a breach from Dr. H's room into the Comparative Anatomy. Here I found sections of the floor displaced and could look down upon a crude and ponderous pumping engine, which seemed to have wrought the mischief. At this point the L's appeared, both wearing beards of a very light color. I went with them to Lowell and we found ourselves in a street bounded by huge mills built of dark granite like the buildings at the Navy yard. A sign read -- Brig Square. The place was quite deserted although the sun was high and shone warmly. We went along to a residential part of the city and tried the door of a house in a handsome block. It was not locked. We went in and poked around the rooms, which were richly furnished. We explored every floor without meeting anyone. We did not take or injure anything. At last, as we came into the front hall again, we heard heavy foot falls on the stairs. We hurried to the door. Something made me walk unevenly, and looking down I saw I had lost an overshoe. Glancing back, I spied it on the parlor threshold and I promptly kicked my remaining rubber after it, thinking, however, that it might identify me. The steps sounded close behind as we rushed out and ran with all speed down the street. I counseled turning at the second corner and we did so, looking back to see a policeman pass at a headlong rate.
 ",1897-12-25,male,physiologist,The Physiologist
"Among a series of vaguely remembered incidents stands out a visit to a dirty attic room containing a recently vacated bed which was teeming with insect life -- black ants with white larvae, and many other species. Concerning one kind, I asked my brother if they were ""pediculi"" (lice)-- nd he said they were. As we went out, I saw a black, greasy sausage-like thing crawling upon a shelf. ""What is that?"" I asked. ""A lion bug,"" was the answer.
 ",1897-12-27,male,physiologist,The Physiologist
"I was with B.J. at a concert in Music Hall and he fainted. I got him out, restored him and sympathized with him. I went to the station to take a train into the city. There was to be a bicycle parade and the crowd was a large one. Express trains with most beautiful cars all green and gold rolled by at short intervals and once five or six electrics passed. (I noticed a trolley wire stretched over the track.) None of these stopped at Newtonville and when a tallyho appeared with Mr. U. in charge, everyone swarmed upon it until it was black with people. I tried to climb to the top, but could not have gained it without the help good-naturedly proffered by those already there. I found a place to wedge myself and hung on for dear life.
 ",1897-12-28,male,physiologist,The Physiologist
"I found myself before the class with nothing to say. But being more fertile in resources when asleep than ordinarily, I told them I would talk about geology. I laid down an argument which I considered ample to justify my departure proving that physiology presupposed a knowledge of geology. I have forgotten how I made my point. I went on to discuss the formation of Boston Harbor and the headlands of Hull and Nahant. As a natural consequence of my shortsightedness in choosing a subject, I found that twenty minutes sufficed for me to tell all I knew. Unable to think of anything further, I stood in silent distress for a while, and then slipped into a seat whence I looked at my vacant station and thought, ""Seeing this is a dream, perhaps somebody will come in and finish the lecture,"" but no one did.
 ",1897-12-29,male,physiologist,The Physiologist
"At some time in the night I found myself listening to the ""Messiah"" and having my hair cut simultaneously. ""Samson and Delilah"" would have been a more appropriate oratorio, especially as a woman wielded the scissors. I was standing out in a large expanse of bare floor vaguely conscious of the snipping at the back of my neck, but more interested in the rendering of ""Unto us a Child is born."" The chorus was not large -- say forty -- and sang unaccompanied but with fair effect.
 ",1898-1-2,male,physiologist,The Physiologist
"I looked from a car window into a land which, it seems to me, I have visited before when asleep, though never when awake. There were no trees. Jagged cliffs of gray limestone rose out of smooth and rolling fields covered with short, fine grass--mostly beautifully green and as free from weeds and stones as any lawn. Above the ledges the ground was again grassy and thrown into swells and hollows of most graceful contour. Then more cliffs sprang to another level and so on, terrace above terrace. Here and there smart white buildings stood out in the powerful sunshine. ""Peterboro Mountain,"" I announced confidently as I viewed my creation. Wandering over the green slopes, I approached a towering mass of rocks in which was an opening--a great funnel slanting down with a small glimmer of light at the end. Evidently it extended through to the other side of this rugged spur. I went in. Presently the passage tapered until I crawled, rubbing the rock and descending gradually. At length I could squeeze no further. A yard or two ahead I could see that the light which had guided me streamed into the cave from an invisible source--probably an opening--around a corner at the left. Suddenly I felt oppressed and dizzy. I climbed a rough ledge above a large and beautiful spring. There were pebbles of pink and slate color at the bottom of the clear pool. Mr. U. seemed to be up above among the bushes. I was on top of Mr. H.'s room, sitting close to the edge and dissecting some large moths, which I killed by rolling them in paper saturated in picric acid.
 ",1898-1-3,male,physiologist,The Physiologist
"Just before I woke I was very busy running a class in physiological laboratory in our cellar. I divided my attention between the experiments and stoking the furnace.
 ",1898-1-4,male,physiologist,The Physiologist
"It was a black night and I was escorting a girl down Washington Street toward Haymarket Square. The buildings were dark, but the sidewalk was crowded. I was trying to keep I. and B. in sight as they pushed their way along in front of us. They hurried us uncomfortably. As rough men jousted us, my companion very simply put her gloved hand in mine. It pleased me very much. In fact, I seemed quite fond of her, though I did not know who she was and cannot identify her now. I think she wore a brown coat and I remember most vividly her tan colored glove with black stitching on the back. Suddenly here came a shock like a quick wakening, although I was not really awake, and lo, I was standing indoors, daylight was streaming through the windows, and in my right hand, which was still extended, were the fragments of a crushed coffee cup. I felt hurt and dazed.
 ",1898-1-6,male,physiologist,The Physiologist
"At one time I was discussing vagus inhibition. Presently I was out in the gray of a wet morning, walking the deserted streets of Newtonville with most disconsolate feelings. I came to our house and seated myself on the piazza. By and by the C quartet seemed to have planned a sea trip. We were to take a train at 8:10. I reckoned that this would be an express and get us to the wharf by nine. Then I remembered it was winter. I fell in with L. near the old corner bookstore at night. We started toward the north end, but finding we were leaving all lights behind, we faced around and decided to go to a theater. I do not remember reaching one. Shortly it was day again. I came to the brow of a precipice and concluded to jump off. I was a little uncertain as to the result, but thought I could do it well enough. And so it proved. Clearing an iron railing, I sailed down easily to a jutting point thirty feet below, landed lightly and leaped off again. Three or four such stages placed me at the foot of the cliff.
 ",1898-1-8,male,physiologist,The Physiologist
"I must have gone back three or four years, for my surroundings seemed to be those of the old building, and I was up in the choir. The other singers were strangers to me, excepting that F. Williams was among them. We sang Adeste Fideles and a hymn set to the tune of ""Aletta,"" as I recall the melody, but ""Hortonissimus"" in the book. Before I woke up, I had settled it that the superlative form meant ""most cultivated""--Lat. Hortus.
 ",1898-1-9,male,physiologist,The Physiologist
"This dream must have taken me into the future for I found the present church much altered and I recognized very few of the people there. The interior was very dim and sombre, partly because rich memorial windows had displaced the familiar ones. The pews were ranged in semi-circles leaving a large space vacant before the chancel. I asked someone if this was for T. H.'s chorus. ""No,"" was the reply, ""They sing in a picture."" Probably this was a poetical way of saying that they had passed into history. The pulpit, I think, was gone. The greatest change was in the organ. The original part was still discoverable, but it had been extended across the entire front of the church. There were ranks of silver gray pipes rising before the chancel windows. Some were so long that they rested on the floor and disappeared through the roof. Smaller ones flanked the minister's room. At three places there were keyboards and benches. Mr. Y. was in his old position playing a stormy composition. When great power was demanded, he jerked a clothesline which swung open a large door in the case of the organ, and the tones pealed out with overpowering effect. Then the door would swing to with a slam.
 ",1898-1-9,male,physiologist,The Physiologist
"I was passing our house at twilight and glanced up to a lighted window. I grew cold as it came over me that I did not know in what room that light was burning. In a moment I was in the attic. I opened a scuttle and looked down into the unknown room. Dust and disorder were there; all was as if the place had not been occupied for years--save that upon a chair there stood a lighted candle! I started broad awake and lay trembling with dread.
 ",1898-1-1,male,physiologist,The Physiologist
"Some weeks ago I fell asleep and found myself standing near the autoclave in the laboratory talking with a young woman. After a little she excused herself and went down to the east end of the room. In a minute she came back with an irregular block of glittering ice set upon her shoulders in place of her head. She stood before me, naturally without speaking. I watched her with anxious interest. The ice began to melt and trickle down. Channels formed in the mass, its angles were rounded away; the sculpturing went on rapidly. I saw that it was taking on a definite shape, and in a moment more, it was a beautifully molded head of a horse; eyes, ears, and nostrils were faithfully carved out in the clearest ice.
 ",1898-3-18,male,physiologist,The Physiologist
"I strayed into a beautiful region under the northern slope of Mount Ida, shady ravines, clear brooks and cascades. How it all found room between Newtonville Avenue and the railroad, I did not trouble to explain. Walking east, I followed a stream which must have been a tributary of a larger one. Presently I saw a spring issuing from a cleft in the ledges, and at the same moment discovered that I had a companion for whom I wanted to get a drink of water. A large tin cup conveniently developed in my hand and I climbed ten or fifteen feet to fill it. But to my annoyance, the cup expanded to a bathtub containing lumps of black loam and enormous earth roundworms. While I was rinsing it out, I woke. 
 ",1898-3-26,male,physiologist,The Physiologist
"I do not recall what I had been dreaming when I slowly roused (or so I thought). It was in every way the normal sensation, I even felt the coolness of the air which Jacab Abbott made Rollo feel and which surprised me every morning as a child. I had no excuse for doubting that this was a genuine awakening. But to my distress and alarm, I found myself crouching in the middle of a strange corridor. It was not wholly dark. I could see that there opened from it three or four doors, one of which nearest me was ajar. The room was slightly lighter than the hallway, as though it were early morning. My mind was painfully clear. I was conscious of my nearsightedness, also that my bare feet were on cold matting. I knew I must have been walking in my sleep. It was a terrible discovery, and I argued against it eagerly that I had never been known to do such a thing before. But the stubborn circumstance of my position silenced me. From thinking how I could distrust myself and to what dangers I should be exposed, I passed suddenly to the awkwardness of my situation. Where was my room? The corridor did not seem to correspond to the one outside my door, but I might be mistaken. The open door might be mine and I must make some move. I would steal over there. Just at this point the scene faded out of my consciousness as gently as a dissolving view an the happy realization that my head was on a pillow and my body stretched in bed crept over me as a boundless relief. But this second waking seemed less real.
 ",1898-8-29,male,physiologist,The Physiologist
"Last night I listened easily to a long and fluent account of the woes suffered by a plumber in Newton Highlands. One of his patrons evaded paying a bill of several hundred dollars by legal trickery. The neighbors subscribed and paid the amount! It was natural that I should awake with a painful start from such a dream. A plumber, of all men, to command sympathy.
 ",1898-9-19,male,physiologist,The Physiologist
"I thought I had gone to the top of a dome of great height. It corresponded closely with the New York ""World"" Building, which I visited a month ago. No railing surrounds us and the sensation caused by the iron roof rounding away from our feet was unpleasant from the first. It became more so as other men kept arriving, and I was crowded farther and farther from the centre. I was soon compelled to sit down. I dug my heels into a slight groove and rested partly on my palms, while I watched apprehensively two fellows--Hopkins students--who were in front of me and consequently on a steeper surface. The pressure behind forced me forward and the inevitable happened. The two men could no longer sustain themselves. Without a cry they began slipping with increasing speed until they shot over the cornice at the base of the dome and dropped into the depths, their dwindling forms revolving slowly as they fell. My horror was intense, and I saw no escape from a like fate. My heels were grating over the rusty iron plates when, happy thought! I said to myself: ""I'm running this dream, and I'll run it to suit myself."" Immediately I was descending comfortably in an elevator.
 ",1900-2-1,male,physiologist,The Physiologist
"In a dream which I had within a week, the mosaic structure is exceptionally odd. Someone came to me with a book in which I was shown a series of pictures and diagrams in explanation of a strange repulsive game. It was to be played on a bowling alley. But instead of pins, living rabbits and guinea pigs were to be set up. How they could be kept quietly in their places and up on their haunches, I do not know, but this was demanded by the directions. The guinea pigs were to be set at the extreme and far end of the alley, a pair of them, and in front of each, about two feet nearer the bowler, was to be placed a rabbit. The usual massive balls were to be used. Now the object sought by the player with all possible science and skill was to send the balls down the alley, past the rabbits, and curving in beyond them to mash the helpless guinea pigs against the wall. The killing of a rabbit was to be avoided, and was penalized by a deduction from the score for every such accident.
 ",1902-9-1,male,physiologist,The Physiologist
"I dreamed that I was in an open boat on a sunny blue sea. I thought it was off Newport. A low and sandy shoreline was visible at a distance of a mile or more, and presently there shot up from it heavy gushes of smoke with jarring reports. I judged that a mortar battery was in action. After two or three discharges, I noted that I could follow the projectiles with my eye as they swept high in air and descended again. Suddenly I saw that one was coming my way. I had time to see that it was an old-fashioned spherical shot, when it landed on my head and I woke.
 ",1902-9-30,male,physiologist,The Physiologist
"Sunday morning, I dreamed of entering our house at Hull's Crossing with Mrs. S. and G. The house had apparently been closed for several weeks, as in fact it was. It was dark. As we walked through into the kitchen, we noticed an odor of mustiness and decay growing more intense as we proceeded. A sudden apprehension seemed to fall on us. Mrs. S. said drearily, ""They say there is a curse on this village."" Trembling, I struck a match and went toward a dark recess where I knew the awful Thing would be found. The odor became the sickening stench of a putrefying body. The horror became insupportable, and I woke covered with goose flesh, my heart beating wildly.
 ",1903-2-1,male,physiologist,The Physiologist
"I was with G. in the South Station. While she stood by, I asked for two tickets to Worcester, received them, and laid down a five-dollar bill. Just then G. declared she would not go with me and I asked the agent to take back one ticket. He said that he could not because he had stamped it. I regretfully kept both. Meantime, I had received as change due me a pair of fur-lined gloves.
 ",1903-10-27,male,physiologist,The Physiologist
"I was on Brattle Street, which seemed quite deserted, thought it was daylight. I was walking slowly by the closed doors of the buildings opposite M's. Suddenly I heard a series of rapping noises, which seemed to come from within. I was impelled to open the nearest door, and saw before me a bare entryway in half darkness, with a flight of uncarpeted stairs leading to the floor above. Looking up, I beheld with chilling horror a simple walking stick standing on end on an upper stair, and while I gazed, saw it rise, move forward and descend with a sharp tap on the next step below, precisely as if in the hand of an invisible person! I thought that I fell to the floor overcome with terror. Then, of course, I awoke.
 ",1903-10-1,male,physiologist,The Physiologist
"I went to the church to hear a lecture by Dr. D. on ""The Holy Grail."" Instead of the minister, however, a stranger appeared in the pulpit and began a rambling talk on architecture. I was completely distracted from the subject when a girl of about sixteen walked down the left hand aisle and very cleverly stood on her head near the door of the minister's study. This was not the gross performance that might be supposed; she kept her skirts confined between her knees.
 ",1903-1-1,male,physiologist,The Physiologist
"C. and I were seated on a fence on top of Killington. There were two or three cottages in sight within a quarter of a mile as we looked to the east and I was speaking of a new road now open from these houses to North Shrewsbury, passing ""Mose Lefevre's."" A blue gray beast as big as a buffalo suddenly raced over the peak. I pronounced it a bear, but have since realized that it was the enlarged image of our cat.
 ",1903-1-1,male,physiologist,The Physiologist
"I dreamed of a tower, a section of which I can roughly represent. There are three concentric towers, the center one higher than the others. To reach the top, one must ascend the outer, descent the intermediate, and then climb the taller shaft.
 ",1904-5-1,male,physiologist,The Physiologist
"Last night I seemed to be in a small prayer or social meeting, perhaps in Wilton. A speaker had just finished and Professor T.B.T. began to say something about our Puritan forefathers. He did not rise. He uttered one complete sentence and began another, but suddenly his voice weakened, he stammered and was still. He slipped down in his chair and people gathered round him, shutting him from my sight. I heard him gasp feebly, then there was a long painful pause. ""Campie"" pronounced the benediction. As we passed out, I had a glimpse of the professor laid in a Morris chair. ""He's dead, isn't he?"" I asked. ""Yes,"" replied someone.
 ",1904-5-24,male,physiologist,The Physiologist
"Last night I thought that I took off my head and viewed the severed neck from beneath to see how the lesion is healing. To my horror, I found a deep and extensive cavity edged with necrotic tissue. At that moment I was further distressed by seeing a small organ, perhaps the thyroid gland, tumble from my head to he dusty floor. ""Good Lord"" I exclaimed, ""It will not be sterile and shall I leave it out or put it back?"" In my anguish, I woke.
 ",1904-7-3,male,physiologist,The Physiologist
"I stood with Dr. D. looking from a window upon a group of four or five young men who were engaged in flying a large kite. I was impressed by its great height. ""Much as 1,200 feet, isn't it?"" I asked D. ""More, I should say,"" he replied, and then he called outside to know how much line they had free. ""5,750 feet,"" they said. I estimated that the cord led upward at an angle of 45 degrees and proceeded to calculate the vertical altitude of the kite, regarding the cord as the hypotenuse of a right isosceles triangle. My result was 4,000 feet, within 65 feet of the precise one (4065 feet).
 ",1904-11-1,male,physiologist,The Physiologist
"I gave G. a pocket book containing several hundred dollars, and sent him out to secure a passage for Europe. He soon came back, giving me the balance of my money and my ticket, a very small one, enclosed in an envelope marked, reasonable enough, ""First Class, $80."" He also gave me a folder containing information regarding the line and its ships. These had odd short names of a Slavic form; I think one was ""Apski."" Suddenly I remembered I was married and must not leave my wife. I regretted my purchase and asking G. whether I could hope to sell my ticket to a scalper, I woke.
 ",1904-11-1,male,physiologist,The Physiologist
"I dreamed that I was in the room with my aunt, and suddenly discovered the neck of a bottle sticking out of my left side pocket. I hastily turned it way from her and went to the pantry, where I hid it. I knew it to be a certain wine, but I had resolved to tell her, if questioned, that it was raspberry shrub.
 ",1904-12-2,male,physiologist,The Physiologist
"Last night I thought I was in Georgia--Savannah, I suppose--and that I walked five miles or more into the country to a hamlet called Boulderville. Here I saw a sign, ""To the Spring,"" and going down a grassy lane, I found it beside a swift stream and near a railroad. It was a clear copious spring welling up from the center of a patch of clean gravel. I returned to Boulderville and spoke to a native of the fine flow of water. ""Enough to fill a six inch pipe,"" I said. ""Yes,"" he replied; ""a manufacturer from Chicago talks of piping it there. It would furnish one-thirteenth of the power needed for his factory.""
 ",1904-12-21,male,physiologist,The Physiologist
"Last night I dreamed that I saw somewhere some pale green nightshirts on sale. They were of a heavy and lustrous material. A placard said: ""Silk velours (?) $17.85. Best for ping pong.""
 ",1904-12-22,male,physiologist,The Physiologist
"I stepped from my train at Huntington Ave., leaving the wrong side of the platform and threading my way between the cars which had brought me and another train on the next track. The space was distressingly narrow. I was following a young fellow who was perhaps five yards ahead. The train on my right started slowly moving with us, then the car abreast of me became derailed and veered toward the other train, which was yet standing still. The two ground together with a hideous sound. The man before me was caught, and must have been instantly crushed, for the space where he stood closed utterly and the contact extended swiftly backward. I was in a narrowing crevice. ""Heavens,"" I said in agony,"" ""why doesn't the engineer stop?"" Then as a last resort, I dropped to the ground and let the bodies of the two cars jam above me.
 ",1904-12-22,male,physiologist,The Physiologist
"Last night I saw in our kitchen, upon the wall behind the stove, a mechanism such as is used in railroad stations to announce trains, a frame of stained wood supporting about twenty reversible slats, arranged in two columns. All but the lowest in the right hand series showed an unmarked black surface, the last, however, bore in white letters the strange word ""zikery.""
 ",1905-1-17,male,physiologist,The Physiologist
"I came along Central Ave. and reached a house which seemed to be the one next Mr. B's. I noticed with surprise that some accident, perhaps an explosion, had occurred there. Windows and ornamental woodwork had been shattered. In a moment I was horror struck to see in the front room downstairs a young woman seated stiffly upright just within the window; her fixed, wide open eyes and expression of congealed terror convinced me she was dead. As I stood gazing at her, I became conscious of a movement upstairs, and, glancing up, I saw another woman walking about in the room directly over that containing the corpse. I made gestures to attract her, striving to have her understand that there was something amiss below, and shortly she hurried down and came out of the front door. As soon as she stepped upon the piazza, she turned toward the window which opened on it, then, catching sight of the dead, she started and fell in a faint. This was too much or my nerves and I woke in a tremble.
 ",1905-2-20,male,physiologist,The Physiologist
"It was a preposterous one, I know, and the one feature I am sure of was a load of hay, towering to an amazing height from the low massive sledge on which it was drawn slowly along the snow-covered streets of a small village. It rose far above the buildings, and I could hardly distinguish a group of people riding on it. I asked a bystander how high it was, and he replied: ""225 feet.""
 ",1905-2-1,male,physiologist,The Physiologist
"I have never seen this celebrated house (the Fairbanks Mansion) at Dedham, though its picture is familiar enough. When I viewed it in my dream the only odd thing I noted was that the middle section of the long, rambling building was built of brick. Around the homestead stretched green fields in full sunshine. All was peaceful and quiet excepting that across the road a barn was burning with more smoke than flame. I felt a mild concern for the historic house, but, considering its distance from the ire and the stillness of the air, I believed it to be reasonably safe.
 ",1905-2-1,male,physiologist,The Physiologist
"Dr. H. was showing me one department and another of a great industrial school like Hampton or Tuskegee. We ended by attending a student's prayer meeting. Most of the pupils seemed to be mulattos, but I remember best one very black fellow who led in a long prayer. He made frequent references to points of compass, and I observed that in every such instance each hearer pointed in the direction indicated. I was surprised to see that Dr. H. imitated his neighbors, and I somewhat sheepishly followed his example. By and by the leader began to speak of some general who had just died. I have a haunting impression that it was General Hall which may have suggested the word, ""hell."" ""Lord,"" said the speaker, ""thou knowest where he is, perhaps in heaven"" (everyone pointed upward). The fingers dropped and pointed down, and the rest was silence.
 ",1905-3-1,male,physiologist,The Physiologist
"I seemed to be in the old High School building wandering through empty rooms. I was in an upper story. I came to a place where there was a hole in the floor and looked down. Below was a large room, of remarkable height, chiefly used for storage of chemical apparatus. I thought I would climb down by aid of a stack of shelves just under the hole. The distance to the floor was about twenty feet, and I felt dizzy as I started. The shelves made an awkward ladder, but I passed the upper ones and was gaining confidence when I came to one loaded with glassware. As I bore my weight on its edge, the shelf tilted and its unstable load of condensers and graduated cylinders shifted toward the verge. I struggled to keep my own equilibrium and to save the glass at the same time. Waging a losing battle, I woke.
 ",1905-3-1,male,physiologist,The Physiologist
"G. and I seemed to be sharing a sleeping room. Walking about there one morning, I noticed an offensive odor, and set out to find the source. I soon traced it to a table on which lay magazines and papers. Lifting several of these, I found a crumpled sheet of wrapping paper, and under this, in turn, an amputated arm, seemingly a child's. It was noticeable decomposing at the cut end. I took G. to task for leaving it there, but so far as I recall my feeling the annoyance was no stronger than I should have experienced if the paper had covered the untidy remains of a meal.
 ",1905-4-1,male,physiologist,The Physiologist
"I just dreamed of being taken into the employ of the Baltimore steamers and of having a lesson in the duties of the pilot house. I remember particularly the close questioning of a sharp-faced officer with brown side whiskers as to the method of signaling with flags. Later I seemed to be off duty and sitting in a saloon of the same steamer as she tore along at wonderful speed through black, angry waters. I thought we were standing out into Massachusetts Bay. It seemed to be dusk of a cloudy day. Suddenly I was surprised to hear a railroad train. A glance showed it to be running on a low trestle parallel with our course. It was running at a high rate, but we left it behind in a moment. Then I saw houses near us, we must have entered a canal; the Universalist Church shot by, our speed was checked, and a voice called, ""Walnut Street, change for Newton Highlands."" As nearly as I can make out the ship canal must have been cut from Boston to Newtonville, and it must have ended at the head of Washington Park.
 ",1905-4-1,male,physiologist,The Physiologist
"I thought that Mrs. W. (a neighbor not without attractiveness) attempted to kiss me on leaving here after a call. I drew away hastily, which might have been expected to give some offense, but had a different result. With much compassion she asked: ""Oh, are your lungs affected?""--to which I guardedly replied, ""I have a slight cough."" She then expressed great sympathy with me as a prospective victim of tuberculosis.
 ",1905-8-1,male,physiologist,The Physiologist
"This morning C. asked me if I would look at my watch. The request scarcely penetrated to my stupefied brain, but conscience for a moment stirred uneasily. I thought that I reached out to the chair on which my watch lies and picked up a five cent piece. I looked at the date. ""Eighteen fifty five!"" I said: ""Oh, that is early,"" and consoled by the idea, I sank into a deeper sleep.
 ",1905-8-1,male,physiologist,The Physiologist
